Genre,Mood,Popularity_Score,Release_Date,Customer_Rating,Play_Count,Economic_Indicator,Age,Gender,Ad_Listener,Premium_Subscription,Revenue,Listening_History,Search_History,Playlist_Additions,Liked_Tracks,Skipped_Tracks,Location,Event_Influence,Friends_Popular_Tracks,Viral_Status,ReleaseYear,Age_Group
Hip-Hop/Rap,Melancholic,1,2013-02-10,1,1231,-1.903011993,36,Female,Yes,Yes,5.628364102,Adele - Hello,Pop genre,Adele - Hello,The Beatles - Hey Jude,Drake - Hotline Bling,London,Grammys 2023,Queen - Bohemian Rhapsody,No,2013,31-40
Classical,Energetic,29,2013-02-11,4,688,-0.926649018,69,Female,No,Yes,6.587449855,The Beatles - Hey Jude,Queen,Coldplay - Yellow,Coldplay - Yellow,Cardi B - WAP,Tokyo,Local Concert,Billie Eilish - Bad Guy,No,2013,61-70
Country,Energetic,27,2013-02-12,5,1348,0.929986978,34,Female,No,Yes,7.485160728,The Beatles - Hey Jude,Lofi tracks,Imagine Dragons - Believer,Queen - Bohemian Rhapsody,Justin Bieber - Baby,Paris,Grammys 2023,Taylor Swift - Willow,No,2013,31-40
Classical,Energetic,83,2013-02-13,1,480,-0.393509342,48,Others,No,No,2.099792464,Coldplay - Yellow,Pop genre,Coldplay - Yellow,Ed Sheeran - Shape of You,Cardi B - WAP,London,Local Concert,Billie Eilish - Bad Guy,No,2013,41-50
R&B/Soul,Relaxed,72,2013-02-14,3,503,1.447402552,48,Female,Yes,Yes,6.912298636,Queen - Bohemian Rhapsody,Rock classics,Adele - Hello,Coldplay - Yellow,Cardi B - WAP,Paris,Billboard Top 50,Taylor Swift - Willow,No,2013,41-50
Jazz,Melancholic,68,2013-02-15,2,1051,0.587373144,19,Male,Yes,No,1.106460535,Coldplay - Yellow,Beatles,Coldplay - Yellow,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,NY,Coachella 2022,Coldplay - Yellow,No,2013,19-30
Pop,Relaxed,38,2013-02-16,1,108,-0.357717317,52,Non-Binary,No,Yes,5.641318937,Queen - Bohemian Rhapsody,Pop genre,Taylor Swift - Shake it Off,Coldplay - Yellow,Cardi B - WAP,LA,Oscar-winning movie soundtrack,Adele - Hello,No,2013,51-60
Blues,Relaxed,18,2013-02-17,4,780,1.925585162,13,Non-Binary,Yes,No,3.244771995,Queen - Bohemian Rhapsody,Taylor Swift,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Drake - Hotline Bling,Tokyo,Local Concert,Coldplay - Yellow,No,2013,0-18
Classical,Melancholic,21,2013-02-18,2,1044,1.722380477,45,Others,Yes,No,1.958099793,Adele - Hello,Pop genre,Taylor Swift - Shake it Off,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,London,Coachella 2022,Billie Eilish - Bad Guy,No,2013,41-50
Jazz,Melancholic,71,2013-02-19,3,1080,1.103568904,44,Male,Yes,No,2.659085826,Taylor Swift - Love Story,Pop genre,Adele - Hello,Taylor Swift - Blank Space,Justin Bieber - Baby,Tokyo,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2013,41-50
Reggae,Melancholic,26,2013-02-20,1,1098,-0.636030192,55,Male,Yes,No,2.543963634,Coldplay - Yellow,Lofi tracks,Adele - Hello,Coldplay - Yellow,Cardi B - WAP,LA,Coachella 2022,Adele - Hello,No,2013,51-60
Reggae,Relaxed,22,2013-02-21,3,1431,-0.967790155,32,Female,Yes,No,1.099073707,The Beatles - Hey Jude,Beatles,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,NY,Grammys 2023,Taylor Swift - Willow,No,2013,31-40
Hip-Hop/Rap,Energetic,59,2013-02-22,5,1492,-1.367623862,25,Others,Yes,No,3.288909177,Queen - Bohemian Rhapsody,Beatles,Imagine Dragons - Believer,Taylor Swift - Blank Space,Cardi B - WAP,NY,Grammys 2023,Adele - Hello,No,2013,19-30
Rock,Relaxed,14,2013-02-23,1,570,1.483849371,24,Others,Yes,Yes,11.60161109,The Beatles - Hey Jude,Beatles,Adele - Hello,The Beatles - Hey Jude,Imagine Dragons - Thunder,NY,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2013,19-30
Blues,Melancholic,5,2013-02-24,5,1436,0.362488207,36,Male,No,No,2.662168568,Queen - Bohemian Rhapsody,Queen,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Imagine Dragons - Thunder,LA,Grammys 2023,Coldplay - Yellow,No,2013,31-40
Country,Melancholic,1,2013-02-25,4,877,-1.657959209,15,Male,No,Yes,12.20979637,The Beatles - Hey Jude,Taylor Swift,The Beatles - Hey Jude,Coldplay - Yellow,Drake - Hotline Bling,NY,Billboard Top 50,Imagine Dragons - Believer,Yes,2013,0-18
Electronic/Dance,Melancholic,81,2013-02-26,2,482,1.014932627,56,Others,Yes,No,1.436969082,Coldplay - Yellow,Lofi tracks,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,Tokyo,Coachella 2022,Billie Eilish - Bad Guy,No,2013,51-60
Blues,Relaxed,81,2013-02-27,4,143,-1.37686795,65,Female,Yes,Yes,13.03627025,Queen - Bohemian Rhapsody,Queen,Adele - Hello,Queen - Bohemian Rhapsody,Cardi B - WAP,Tokyo,Grammys 2023,Imagine Dragons - Believer,No,2013,61-70
Country,Relaxed,1,2013-02-28,3,236,-1.729397933,62,Female,Yes,No,2.125425471,Imagine Dragons - Believer,Taylor Swift,Coldplay - Yellow,Queen - Bohemian Rhapsody,Drake - Hotline Bling,London,Local Concert,Taylor Swift - Willow,No,2013,61-70
Hip-Hop/Rap,Energetic,60,2013-03-01,1,203,-1.518556312,29,Male,No,No,0.526239582,Imagine Dragons - Believer,Taylor Swift,Adele - Hello,Taylor Swift - Blank Space,Justin Bieber - Baby,NY,Local Concert,Adele - Hello,No,2013,19-30
Pop,Energetic,31,2013-03-02,4,1100,-1.79616732,49,Others,Yes,No,1.088667489,The Beatles - Hey Jude,Beatles,Adele - Hello,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,LA,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2013,41-50
R&B/Soul,Melancholic,61,2013-03-03,3,411,-0.035433721,23,Female,Yes,Yes,6.928955135,Imagine Dragons - Believer,Beatles,Adele - Hello,Billie Eilish - Bad Guy,Drake - Hotline Bling,LA,Grammys 2023,Queen - Bohemian Rhapsody,No,2013,19-30
Country,Relaxed,21,2013-03-04,5,1466,0.074048826,57,Female,Yes,Yes,10.50783561,Coldplay - Yellow,Lofi tracks,Imagine Dragons - Believer,Taylor Swift - Blank Space,Cardi B - WAP,London,Grammys 2023,Imagine Dragons - Believer,No,2013,51-60
Classical,Energetic,95,2013-03-05,3,559,-1.866773179,60,Male,Yes,No,3.375239493,Taylor Swift - Love Story,Pop genre,Adele - Hello,Taylor Swift - Blank Space,Justin Bieber - Baby,LA,Billboard Top 50,Imagine Dragons - Believer,No,2013,51-60
Hip-Hop/Rap,Relaxed,10,2013-03-06,1,178,0.738164164,59,Female,No,No,3.005510085,The Beatles - Hey Jude,Taylor Swift,Coldplay - Yellow,Queen - Bohemian Rhapsody,Ed Sheeran - Galway Girl,Tokyo,Local Concert,Imagine Dragons - Believer,No,2013,51-60
Classical,Relaxed,12,2013-03-07,1,202,1.692278531,57,Non-Binary,No,No,2.548781957,The Beatles - Hey Jude,Beatles,Coldplay - Yellow,The Beatles - Hey Jude,Imagine Dragons - Thunder,NY,Coachella 2022,Billie Eilish - Bad Guy,No,2013,51-60
Jazz,Melancholic,14,2013-03-08,2,327,-1.961893405,55,Male,Yes,No,0.868362257,Imagine Dragons - Believer,Beatles,Adele - Hello,Ed Sheeran - Shape of You,Cardi B - WAP,Tokyo,Grammys 2023,Queen - Bohemian Rhapsody,No,2013,51-60
Classical,Relaxed,29,2013-03-09,1,1333,1.070974109,49,Non-Binary,Yes,No,3.151564654,Queen - Bohemian Rhapsody,Rock classics,Adele - Hello,The Beatles - Hey Jude,Imagine Dragons - Thunder,Tokyo,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2013,41-50
Rock,Energetic,60,2013-03-10,1,1440,-1.824053649,36,Male,No,No,3.222596018,Adele - Hello,Rock classics,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,London,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2013,31-40
Pop,Melancholic,21,2013-03-11,3,273,1.452625187,36,Male,Yes,Yes,11.20243958,Taylor Swift - Love Story,Pop genre,Adele - Hello,The Beatles - Hey Jude,Cardi B - WAP,London,Billboard Top 50,Taylor Swift - Willow,No,2013,31-40
Reggae,Energetic,45,2013-03-12,3,1451,0.4834852,38,Female,No,Yes,7.1608384,Imagine Dragons - Believer,Lofi tracks,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Cardi B - WAP,LA,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2013,31-40
Classical,Energetic,45,2013-03-13,2,371,-0.057967902,36,Others,Yes,Yes,13.67621177,Taylor Swift - Love Story,Taylor Swift,The Beatles - Hey Jude,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,London,Oscar-winning movie soundtrack,Queen - Bohemian Rhapsody,No,2013,31-40
Rock,Energetic,38,2013-03-14,2,866,1.251708375,55,Female,No,Yes,11.7979584,The Beatles - Hey Jude,Beatles,Adele - Hello,Taylor Swift - Blank Space,Ed Sheeran - Galway Girl,Tokyo,Billboard Top 50,Taylor Swift - Willow,No,2013,51-60
Blues,Relaxed,99,2013-03-15,3,174,1.417168329,49,Female,Yes,No,2.654998794,The Beatles - Hey Jude,Beatles,Coldplay - Yellow,Coldplay - Yellow,Ed Sheeran - Galway Girl,London,Coachella 2022,Taylor Swift - Willow,No,2013,41-50
Jazz,Relaxed,1,2013-03-16,2,79,-0.593497905,31,Non-Binary,No,No,3.335214802,The Beatles - Hey Jude,Pop genre,The Beatles - Hey Jude,Taylor Swift - Blank Space,Drake - Hotline Bling,LA,Oscar-winning movie soundtrack,Adele - Hello,No,2013,31-40
Jazz,Relaxed,87,2013-03-17,1,671,0.517551134,32,Male,Yes,Yes,13.02317978,Adele - Hello,Queen,Adele - Hello,Taylor Swift - Blank Space,Justin Bieber - Baby,Tokyo,Grammys 2023,Billie Eilish - Bad Guy,No,2013,31-40
Reggae,Melancholic,9,2013-03-18,5,441,1.540049312,38,Female,No,No,1.105270472,Queen - Bohemian Rhapsody,Pop genre,Coldplay - Yellow,Coldplay - Yellow,Justin Bieber - Baby,London,Billboard Top 50,Billie Eilish - Bad Guy,Yes,2013,31-40
Blues,Relaxed,18,2013-03-19,1,599,1.381092748,30,Non-Binary,No,No,3.160365439,Coldplay - Yellow,Rock classics,Coldplay - Yellow,Taylor Swift - Blank Space,Cardi B - WAP,NY,Grammys 2023,Imagine Dragons - Believer,No,2013,19-30
Classical,Relaxed,45,2013-03-20,4,1318,-0.921287036,39,Others,Yes,No,1.150859619,The Beatles - Hey Jude,Queen,Adele - Hello,Ed Sheeran - Shape of You,Cardi B - WAP,LA,Grammys 2023,Billie Eilish - Bad Guy,No,2013,31-40
Country,Relaxed,73,2013-03-21,5,1078,-1.018247725,66,Male,No,Yes,7.729360482,Queen - Bohemian Rhapsody,Beatles,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Imagine Dragons - Thunder,Tokyo,Local Concert,Coldplay - Yellow,No,2013,61-70
Electronic/Dance,Energetic,19,2013-03-22,5,1477,-0.264781181,16,Male,Yes,No,3.676370748,Queen - Bohemian Rhapsody,Taylor Swift,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Imagine Dragons - Thunder,NY,Local Concert,Imagine Dragons - Believer,No,2013,0-18
Hip-Hop/Rap,Melancholic,14,2013-03-23,3,3,-0.949022344,21,Female,Yes,No,1.768823321,The Beatles - Hey Jude,Pop genre,Adele - Hello,Coldplay - Yellow,Justin Bieber - Baby,Tokyo,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2013,19-30
Pop,Relaxed,21,2013-03-24,4,741,1.645802948,49,Non-Binary,Yes,No,3.18371501,Taylor Swift - Love Story,Queen,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Drake - Hotline Bling,NY,Local Concert,Imagine Dragons - Believer,No,2013,41-50
Reggae,Energetic,17,2013-03-25,1,542,0.760458784,22,Female,No,Yes,9.820650569,Coldplay - Yellow,Lofi tracks,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Imagine Dragons - Thunder,LA,Grammys 2023,Billie Eilish - Bad Guy,No,2013,19-30
Pop,Energetic,86,2013-03-26,1,396,-0.13000257,54,Others,Yes,No,1.830169586,Imagine Dragons - Believer,Pop genre,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Justin Bieber - Baby,Paris,Grammys 2023,Coldplay - Yellow,No,2013,51-60
Classical,Energetic,74,2013-03-27,1,430,-1.452055218,21,Male,Yes,No,3.163233739,Queen - Bohemian Rhapsody,Taylor Swift,Coldplay - Yellow,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Paris,Coachella 2022,Billie Eilish - Bad Guy,No,2013,19-30
Reggae,Melancholic,57,2013-03-28,2,930,0.04128289,40,Non-Binary,Yes,No,3.038294089,Queen - Bohemian Rhapsody,Lofi tracks,Imagine Dragons - Believer,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Paris,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2013,31-40
R&B/Soul,Melancholic,86,2013-03-29,2,1283,1.891904892,29,Non-Binary,Yes,No,0.683498029,Queen - Bohemian Rhapsody,Lofi tracks,Queen - Bohemian Rhapsody,Coldplay - Yellow,Drake - Hotline Bling,Paris,Oscar-winning movie soundtrack,Adele - Hello,No,2013,19-30
Electronic/Dance,Relaxed,14,2013-03-30,4,837,-1.263621892,68,Female,Yes,No,3.877495067,Queen - Bohemian Rhapsody,Rock classics,Imagine Dragons - Believer,The Beatles - Hey Jude,Drake - Hotline Bling,LA,Billboard Top 50,Imagine Dragons - Believer,No,2013,61-70
Rock,Melancholic,38,2013-03-31,1,262,0.371749132,54,Non-Binary,Yes,No,2.011118795,Queen - Bohemian Rhapsody,Pop genre,Adele - Hello,Coldplay - Yellow,Ed Sheeran - Galway Girl,London,Billboard Top 50,Coldplay - Yellow,No,2013,51-60
Hip-Hop/Rap,Relaxed,32,2013-04-01,2,273,0.106853474,37,Female,Yes,No,2.511130989,Adele - Hello,Queen,Coldplay - Yellow,Taylor Swift - Blank Space,Justin Bieber - Baby,LA,Coachella 2022,Imagine Dragons - Believer,No,2013,31-40
Electronic/Dance,Melancholic,3,2013-04-02,1,246,1.020482586,35,Non-Binary,Yes,No,1.359285064,The Beatles - Hey Jude,Beatles,Adele - Hello,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,Paris,Billboard Top 50,Adele - Hello,No,2013,31-40
Reggae,Relaxed,39,2013-04-03,4,1085,-0.961193546,54,Male,Yes,No,1.70129155,Queen - Bohemian Rhapsody,Rock classics,Adele - Hello,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,Paris,Billboard Top 50,Imagine Dragons - Believer,No,2013,51-60
Country,Melancholic,71,2013-04-04,5,1441,0.470228344,27,Others,Yes,No,2.459061775,Adele - Hello,Rock classics,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Cardi B - WAP,Paris,Billboard Top 50,Coldplay - Yellow,No,2013,19-30
Rock,Relaxed,25,2013-04-05,4,1377,-1.856101636,53,Male,Yes,No,1.481741265,Adele - Hello,Queen,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Cardi B - WAP,LA,Billboard Top 50,Taylor Swift - Willow,No,2013,51-60
Country,Relaxed,65,2013-04-06,4,638,1.836337604,34,Others,Yes,No,1.751133272,Imagine Dragons - Believer,Beatles,Coldplay - Yellow,Queen - Bohemian Rhapsody,Justin Bieber - Baby,NY,Coachella 2022,Adele - Hello,No,2013,31-40
Jazz,Relaxed,16,2013-04-07,4,758,-1.33639725,58,Others,Yes,Yes,5.230253455,Imagine Dragons - Believer,Queen,Taylor Swift - Shake it Off,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,LA,Billboard Top 50,Queen - Bohemian Rhapsody,No,2013,51-60
Electronic/Dance,Energetic,78,2013-04-08,4,1174,-0.764443719,51,Male,Yes,No,3.772004821,Taylor Swift - Love Story,Rock classics,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Imagine Dragons - Thunder,Tokyo,Billboard Top 50,Queen - Bohemian Rhapsody,No,2013,51-60
Pop,Energetic,48,2013-04-09,3,1102,-0.377244622,51,Female,Yes,No,2.534702005,Coldplay - Yellow,Beatles,Taylor Swift - Shake it Off,Coldplay - Yellow,Imagine Dragons - Thunder,Paris,Billboard Top 50,Queen - Bohemian Rhapsody,No,2013,51-60
Rock,Melancholic,6,2013-04-10,2,691,-0.201454611,29,Male,No,No,2.230042238,Imagine Dragons - Believer,Rock classics,Coldplay - Yellow,Ed Sheeran - Shape of You,Justin Bieber - Baby,Tokyo,Billboard Top 50,Coldplay - Yellow,No,2013,19-30
R&B/Soul,Relaxed,77,2013-04-11,2,900,0.259957905,37,Male,Yes,No,2.932738282,Coldplay - Yellow,Beatles,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Justin Bieber - Baby,London,Billboard Top 50,Billie Eilish - Bad Guy,No,2013,31-40
Rock,Melancholic,88,2013-04-12,3,1437,0.214286102,63,Male,Yes,Yes,9.510353359,Taylor Swift - Love Story,Queen,Taylor Swift - Shake it Off,The Beatles - Hey Jude,Justin Bieber - Baby,Tokyo,Local Concert,Imagine Dragons - Believer,No,2013,61-70
Blues,Energetic,59,2013-04-13,1,1017,1.428991358,54,Non-Binary,No,No,2.489077581,Queen - Bohemian Rhapsody,Beatles,Queen - Bohemian Rhapsody,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,Paris,Oscar-winning movie soundtrack,Coldplay - Yellow,No,2013,51-60
Hip-Hop/Rap,Melancholic,61,2013-04-14,1,619,-0.293295962,30,Female,Yes,No,2.254317586,The Beatles - Hey Jude,Beatles,Adele - Hello,Coldplay - Yellow,Justin Bieber - Baby,Tokyo,Grammys 2023,Billie Eilish - Bad Guy,No,2013,19-30
R&B/Soul,Energetic,42,2013-04-15,4,624,0.061476513,47,Others,Yes,Yes,6.54778538,Queen - Bohemian Rhapsody,Lofi tracks,The Beatles - Hey Jude,Queen - Bohemian Rhapsody,Cardi B - WAP,NY,Billboard Top 50,Imagine Dragons - Believer,No,2013,41-50
R&B/Soul,Melancholic,4,2013-04-16,3,156,0.119713359,34,Non-Binary,Yes,No,2.020523337,Queen - Bohemian Rhapsody,Beatles,Taylor Swift - Shake it Off,Billie Eilish - Bad Guy,Imagine Dragons - Thunder,London,Coachella 2022,Adele - Hello,No,2013,31-40
Jazz,Relaxed,65,2013-04-17,5,1327,-0.202763006,47,Male,No,Yes,8.015376243,The Beatles - Hey Jude,Lofi tracks,Adele - Hello,Queen - Bohemian Rhapsody,Cardi B - WAP,Paris,Grammys 2023,Imagine Dragons - Believer,No,2013,41-50
Electronic/Dance,Energetic,50,2013-04-18,4,1481,-0.693948301,49,Male,Yes,No,1.570539791,Imagine Dragons - Believer,Lofi tracks,Queen - Bohemian Rhapsody,Billie Eilish - Bad Guy,Cardi B - WAP,London,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2013,41-50
Jazz,Relaxed,79,2013-04-19,3,888,1.462662413,57,Others,Yes,No,2.883674445,Queen - Bohemian Rhapsody,Taylor Swift,The Beatles - Hey Jude,The Beatles - Hey Jude,Drake - Hotline Bling,Paris,Coachella 2022,Imagine Dragons - Believer,Yes,2013,51-60
Blues,Melancholic,55,2013-04-20,5,1357,1.240338113,24,Male,No,No,3.55229733,Coldplay - Yellow,Taylor Swift,Queen - Bohemian Rhapsody,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,Paris,Local Concert,Imagine Dragons - Believer,No,2013,19-30
Pop,Melancholic,44,2013-04-21,4,462,1.96853445,58,Others,Yes,No,1.213419853,The Beatles - Hey Jude,Taylor Swift,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Drake - Hotline Bling,Paris,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2013,51-60
Rock,Melancholic,84,2013-04-22,2,1014,-0.26846982,25,Female,No,No,3.110962316,Adele - Hello,Rock classics,The Beatles - Hey Jude,The Beatles - Hey Jude,Drake - Hotline Bling,LA,Coachella 2022,Imagine Dragons - Believer,No,2013,19-30
Electronic/Dance,Melancholic,68,2013-04-23,5,1104,-0.136173226,41,Male,Yes,No,1.942769938,Coldplay - Yellow,Taylor Swift,Adele - Hello,Billie Eilish - Bad Guy,Drake - Hotline Bling,LA,Coachella 2022,Imagine Dragons - Believer,Yes,2013,41-50
Country,Energetic,5,2013-04-24,2,612,-0.08216973,52,Non-Binary,Yes,No,0.98501128,Queen - Bohemian Rhapsody,Lofi tracks,Imagine Dragons - Believer,Taylor Swift - Blank Space,Drake - Hotline Bling,London,Billboard Top 50,Taylor Swift - Willow,No,2013,51-60
Jazz,Melancholic,12,2013-04-25,5,1247,1.522395311,33,Male,No,Yes,8.472985949,Imagine Dragons - Believer,Rock classics,Coldplay - Yellow,Queen - Bohemian Rhapsody,Imagine Dragons - Thunder,Tokyo,Billboard Top 50,Billie Eilish - Bad Guy,No,2013,31-40
Blues,Energetic,83,2013-04-26,3,907,0.061292181,15,Male,No,No,3.299022815,Imagine Dragons - Believer,Rock classics,Adele - Hello,Billie Eilish - Bad Guy,Justin Bieber - Baby,London,Grammys 2023,Adele - Hello,No,2013,0-18
Classical,Energetic,40,2013-04-27,2,706,0.746324973,65,Non-Binary,Yes,No,3.674406835,Adele - Hello,Lofi tracks,Coldplay - Yellow,Ed Sheeran - Shape of You,Justin Bieber - Baby,Tokyo,Billboard Top 50,Billie Eilish - Bad Guy,No,2013,61-70
Country,Energetic,51,2013-04-28,5,233,-1.292404961,18,Others,Yes,No,2.214980017,Adele - Hello,Queen,Coldplay - Yellow,Billie Eilish - Bad Guy,Cardi B - WAP,Paris,Oscar-winning movie soundtrack,Imagine Dragons - Believer,No,2013,0-18
Pop,Relaxed,34,2013-04-29,4,6,-0.121234981,43,Non-Binary,Yes,Yes,12.056309,Imagine Dragons - Believer,Queen,Coldplay - Yellow,Coldplay - Yellow,Cardi B - WAP,LA,Billboard Top 50,Adele - Hello,Yes,2013,41-50
R&B/Soul,Melancholic,63,2013-04-30,3,1391,0.74516644,60,Others,Yes,Yes,11.4410532,Taylor Swift - Love Story,Lofi tracks,Imagine Dragons - Believer,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,LA,Local Concert,Billie Eilish - Bad Guy,No,2013,51-60
Hip-Hop/Rap,Relaxed,58,2013-05-01,2,1424,-1.890507584,33,Male,Yes,No,3.95972798,Adele - Hello,Lofi tracks,Coldplay - Yellow,The Beatles - Hey Jude,Imagine Dragons - Thunder,LA,Billboard Top 50,Adele - Hello,No,2013,31-40
R&B/Soul,Relaxed,22,2013-05-02,3,754,-0.589002001,44,Non-Binary,Yes,No,0.570275888,Coldplay - Yellow,Pop genre,Adele - Hello,Queen - Bohemian Rhapsody,Drake - Hotline Bling,London,Oscar-winning movie soundtrack,Imagine Dragons - Believer,Yes,2013,41-50
Rock,Energetic,64,2013-05-03,4,340,-1.333464431,22,Female,No,No,1.346413107,Imagine Dragons - Believer,Pop genre,Adele - Hello,Billie Eilish - Bad Guy,Drake - Hotline Bling,Tokyo,Grammys 2023,Adele - Hello,No,2013,19-30
Blues,Energetic,36,2013-05-04,3,1294,0.346370582,28,Male,Yes,No,1.401075529,The Beatles - Hey Jude,Beatles,Coldplay - Yellow,Ed Sheeran - Shape of You,Justin Bieber - Baby,London,Coachella 2022,Queen - Bohemian Rhapsody,No,2013,19-30
Hip-Hop/Rap,Melancholic,45,2013-05-05,3,546,-0.844595223,48,Others,Yes,No,3.50917414,Coldplay - Yellow,Queen,Coldplay - Yellow,Ed Sheeran - Shape of You,Ed Sheeran - Galway Girl,LA,Billboard Top 50,Imagine Dragons - Believer,No,2013,41-50
Country,Relaxed,40,2013-05-06,3,735,0.150164292,49,Female,No,No,3.225628952,The Beatles - Hey Jude,Beatles,Imagine Dragons - Believer,Coldplay - Yellow,Cardi B - WAP,LA,Local Concert,Imagine Dragons - Believer,No,2013,41-50
Rock,Energetic,22,2013-05-07,4,1421,-1.466180491,50,Others,Yes,Yes,7.17192417,The Beatles - Hey Jude,Pop genre,Coldplay - Yellow,Ed Sheeran - Shape of You,Drake - Hotline Bling,Paris,Grammys 2023,Queen - Bohemian Rhapsody,No,2013,41-50
R&B/Soul,Melancholic,25,2013-05-08,3,837,0.57118545,66,Female,Yes,No,1.540643545,Imagine Dragons - Believer,Queen,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Justin Bieber - Baby,Paris,Grammys 2023,Adele - Hello,No,2013,61-70
Blues,Melancholic,17,2013-05-09,1,44,-1.508919464,20,Others,Yes,Yes,11.37647657,Taylor Swift - Love Story,Taylor Swift,Imagine Dragons - Believer,The Beatles - Hey Jude,Ed Sheeran - Galway Girl,LA,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2013,19-30
Pop,Melancholic,43,2013-05-10,3,1363,0.642415683,58,Male,No,No,2.520632401,The Beatles - Hey Jude,Pop genre,Taylor Swift - Shake it Off,Taylor Swift - Blank Space,Justin Bieber - Baby,Tokyo,Grammys 2023,Billie Eilish - Bad Guy,No,2013,51-60
Jazz,Melancholic,61,2013-05-11,5,202,-0.640677586,18,Male,Yes,No,2.068872288,Taylor Swift - Love Story,Lofi tracks,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Justin Bieber - Baby,London,Oscar-winning movie soundtrack,Taylor Swift - Willow,No,2013,0-18
Classical,Relaxed,41,2013-05-12,1,447,0.468780523,48,Others,No,No,2.960342126,Adele - Hello,Taylor Swift,Imagine Dragons - Believer,Billie Eilish - Bad Guy,Justin Bieber - Baby,Paris,Oscar-winning movie soundtrack,Billie Eilish - Bad Guy,No,2013,41-50
R&B/Soul,Relaxed,92,2013-05-13,3,341,1.317693881,46,Female,No,No,0.525880366,Adele - Hello,Lofi tracks,Coldplay - Yellow,The Beatles - Hey Jude,Drake - Hotline Bling,LA,Coachella 2022,Adele - Hello,No,2013,41-50
Country,Relaxed,28,2013-05-14,5,233,1.19677765,49,Male,No,Yes,14.32013924,Coldplay - Yellow,Queen,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Justin Bieber - Baby,LA,Local Concert,Taylor Swift - Willow,Yes,2013,41-50
Pop,Energetic,21,2013-05-15,2,142,-1.285043143,24,Male,Yes,Yes,6.334397015,Queen - Bohemian Rhapsody,Beatles,The Beatles - Hey Jude,Ed Sheeran - Shape of You,Drake - Hotline Bling,Tokyo,Local Concert,Queen - Bohemian Rhapsody,No,2013,19-30
Classical,Melancholic,55,2013-05-16,3,852,-0.939029392,40,Female,No,No,0.696971307,Taylor Swift - Love Story,Lofi tracks,The Beatles - Hey Jude,Billie Eilish - Bad Guy,Ed Sheeran - Galway Girl,London,Billboard Top 50,Imagine Dragons - Believer,No,2013,31-40
Hip-Hop/Rap,Melancholic,35,2013-05-17,3,1298,0.188142206,65,Non-Binary,Yes,No,2.606110749,Imagine Dragons - Believer,Beatles,Queen - Bohemian Rhapsody,Taylor Swift - Blank Space,Justin Bieber - Baby,NY,Coachella 2022,Adele - Hello,No,2013,61-70
Country,Energetic,94,2013-05-18,4,50,-0.658152539,22,Non-Binary,Yes,Yes,5.895983025,Queen - Bohemian Rhapsody,Lofi tracks,Coldplay - Yellow,The Beatles - Hey Jude,Justin Bieber - Baby,London,Grammys 2023,Billie Eilish - Bad Guy,No,2013,19-30
